Customer_id,Registration_date,Customer_name,Email,Phone,Total_orders,Avg_order_value,Customer_segment
50652909,25/02/2024,Meera Jain,deyrehaan@example.org,+912415312076,8,559.99,Regular
50680889,22/02/2024,Warda Karan,yashawininazareth@example.org,+914346200740,1,619.56,New
50760752,17/03/2023,Yug Varughese,kapooravi@example.org,+916862473368,14,1670.47,New
50781611,24/05/2023,Jeremiah Mallick,battayashasvi@example.com,+916250356419,16,315.86,Regular
50848069,07/03/2024,Yahvi Golla,tdutta@example.net,+915073649524,11,586.25,Inactive
50899600,15/11/2023,Frado Arya,kthakur@example.com,+919208580722,1,989.49,New
50953418,27/03/2023,Samaksh Kannan,ssrinivasan@example.net,+911703746359,11,404.6,Regular
50968312,17/02/2024,Idika Chaudhry,anirudh02@example.org,+913861368124,13,1794.46,Inactive
51014003,16/12/2023,Matthew Swaminathan,sanayathakur@example.net,+917181387848,14,393.06,Regular
51031122,12/09/2023,Netra Kashyap,balanwazir@example.net,+916851561853,20,363.61,Regular
51034600,25/04/2023,Ubika Borah,gandhijanaki@example.org,+916760293156,2,1574.01,Inactive
51040116,14/11/2023,Inaya Pillai,wyattsavant@example.com,+912195862964,11,783.03,Regular
51048402,13/02/2024,Leela Bhandari,wnarayan@example.com,+915440414387,12,895.49,Premium
51119088,26/07/2023,Zehaan Srinivas,narayananlakshit@example.net,+912554511316,9,1264.67,Regular
51174875,26/05/2023,Sara Prasad,oviyabhardwaj@example.com,+918587675278,7,1276.61,Inactive
51341672,03/04/2024,Aarna Mital,ghoshlavanya@example.org,+919570921584,10,1898.18,Regular
51387106,15/10/2023,Nandini Devi,xitigour@example.net,+916146934112,15,615.8,New
51476157,21/08/2024,Abdul Bali,nandinibanik@example.net,+919436539657,10,1033.16,Inactive
51503088,23/02/2024,Arin More,aashibiswas@example.org,+913687250793,20,1651.36,New
51544662,17/12/2023,Hiral Tara,chandasamuel@example.org,+912979772171,15,1352.21,New
51547198,04/08/2024,Kashvi Date,saksham00@example.org,+915490690662,19,750.81,Premium
51556553,05/02/2024,Hitesh Bakshi,sunderkrish@example.org,+911365981359,6,1765.93,Premium
51557673,01/08/2023,Faras Varughese,hemangchhabra@example.net,+916220367302,4,510.76,New
51592174,11/08/2023,Jasmit Sura,anusha59@example.com,+912105350444,2,794.83,New
51661209,23/06/2023,Vasana Chandran,aaravdave@example.com,+911574680957,13,852.39,New
51669263,23/09/2023,Odika Manda,esekhon@example.com,+910495274267,2,1698.87,Inactive
51670882,27/09/2024,Krishna Hans,takbarkha@example.net,+917438121864,11,1351.67,Inactive
51812283,14/03/2024,Vasana Rajagopalan,ucchal05@example.org,+919130860126,6,1685.52,Regular
51833636,03/03/2024,Ikbal Munshi,leela67@example.net,+917514521835,3,1977.36,Regular
51872499,11/04/2024,Nakul Banerjee,sanghayashoda@example.org,+910473581550,1,1234,Premium
51945420,05/04/2023,Geetika Kalita,bhandariaryan@example.com,+913223300806,3,412.9,Premium
51994597,23/08/2024,Xavier Divan,sahotaavni@example.org,+913221280042,12,1591.21,Regular
52001314,14/04/2024,Libni Manda,zarnagrewal@example.com,+917562688230,7,1081.06,Premium
52032226,26/08/2023,Jagvi Choudhury,shivanimani@example.com,+918058971158,19,1551.39,Premium
52048413,04/10/2023,Keya Balakrishnan,parikhsamesh@example.org,+915166837522,20,1449.1,Inactive
52075070,31/08/2023,Vedika Muni,kdate@example.com,+914610802746,8,638.6,Regular
52085702,13/09/2023,Irya Soni,kadereyansh@example.com,+912219234142,8,801.83,New
52215833,27/09/2024,Lipika Parmer,gavinprabhakar@example.net,+910213519763,5,305.65,Regular
52234494,25/07/2023,Chameli Kadakia,bhavinisandhu@example.com,+917943161445,4,766.95,Premium
52279849,10/07/2024,Henry Sawhney,sidhuyashodhara@example.net,+917679499649,17,585.08,Regular
52337289,16/06/2023,Pooja Mital,jbhargava@example.com,+917053948299,3,1999.83,New
52393801,20/03/2023,Aarush Roy,hemalkapadia@example.org,+913857518200,2,1910.55,New
52409516,23/04/2023,Rehaan Jha,ekanshpadmanabhan@example.org,+915614108132,13,435.47,Inactive
52417972,06/03/2024,Nisha Chadha,rmishra@example.net,+911744503607,1,581.78,New
52423524,05/06/2023,Nihal Ravi,maanav40@example.net,+911483884080,19,473.06,Inactive
52428250,11/09/2023,Thomas Rai,ansh09@example.com,+916553457682,4,1925.08,New
52613657,16/03/2023,Kala Ravi,unni50@example.org,+917291189791,9,470.5,New
52617081,31/07/2024,Max Mander,nitesh99@example.net,+918584243357,10,996.94,Inactive
52659908,02/05/2024,Lucky Kala,jaggiurmi@example.com,+913454899928,5,1590.28,Regular
52672659,17/03/2023,Isha Mand,tanmayibhagat@example.net,+916637450859,17,1721.72,Regular
52678787,29/01/2024,Zashil Salvi,amruta16@example.org,+916941129000,9,1444.39,New
52757321,26/04/2024,Hritik Narain,jagvi66@example.net,+914710265125,11,1059.22,New
52770036,19/08/2024,Lopa Bobal,kashyapthomas@example.org,+910663980035,14,1207.51,New
52815265,12/05/2024,Daniel Bains,lopa03@example.net,+911862689215,10,806.63,New
52862822,16/07/2024,Aarini Khosla,ysaran@example.com,+913923024029,14,491.28,Regular
52913011,01/11/2023,Chaitaly Parekh,chanakyakashyap@example.com,+914849409792,7,1952.94,Inactive
52915166,28/06/2024,Harita Gulati,sanaya15@example.net,+916795302367,18,505.66,Inactive
53025962,13/06/2024,Sai Mandal,narangsai@example.org,+917245639777,10,324.92,Premium
53076417,23/02/2024,Chaitanya Nayak,yuvrajmadan@example.com,+916462947667,6,411.27,Inactive
53100521,02/03/2024,Mitesh Bora,krishnanabhimanyu@example.com,+912864450701,3,982.11,Inactive
53292177,27/10/2024,Tanmayi Vyas,eesha65@example.com,+918129263598,3,1449.4,Inactive
53299455,25/05/2023,Rushil Gupta,wcherian@example.org,+913502795801,7,838.66,Premium
53332493,30/06/2023,Anirudh Bose,kamya09@example.org,+912245627338,19,1678.4,New
53354003,23/09/2024,Yatin Borra,amara94@example.org,+910486044530,13,1934.52,New
53392567,16/04/2024,Darika Banerjee,chadhapallavi@example.net,+910921533258,18,398.91,Regular
53399500,01/07/2024,Libni Sinha,rayaantiwari@example.org,+913874548085,18,1012.5,Regular
53523251,17/03/2024,Yashoda Chauhan,unnigoswami@example.net,+916594954198,4,1871.94,New
53538932,11/05/2023,Quincy Nanda,maya02@example.com,+919603784118,9,1763.76,Premium
53557741,30/10/2024,Robert Shroff,ojas02@example.net,+913041694691,10,1753.39,Inactive
53605257,23/09/2023,Harita Naidu,devika35@example.com,+914351086868,3,444.54,Regular
53624677,21/12/2023,Varenya Ganesh,beraaarav@example.org,+914260566556,10,332.4,New
53636086,07/11/2023,Max Nadkarni,kumersiya@example.org,+915300023531,20,1238.26,Premium
53640286,12/11/2023,Quincy Cheema,vigvasatika@example.org,+915944903566,20,1368.38,Premium
53782978,05/08/2024,Laban Baria,mohinihari@example.net,+913191651115,10,1390.84,New
53815931,19/07/2023,Praneel Sekhon,dalbirganguly@example.org,+912760371239,17,1739.94,Inactive
53886685,01/05/2024,Ayaan Dixit,henrykanda@example.net,+911691736168,11,1066.86,New
53974737,30/10/2023,Kiaan Menon,narainojas@example.net,+916042878994,15,672.4,New
54038173,24/11/2023,William Palan,mekhalapant@example.net,+918498432808,17,1914.26,Premium
54057428,28/11/2023,Chatura Contractor,gsachdev@example.org,+912895987483,13,1564.34,New
54099929,22/10/2023,Devika Hans,randhawadamini@example.net,+912015889452,7,1712.59,New
54139038,30/09/2024,Wahab Balan,anjali90@example.com,+915687634653,10,1689.41,Inactive
54145987,03/10/2023,Rushil Yadav,ethakkar@example.com,+919425054117,6,899.69,Premium
54205055,18/05/2024,Yasti Shukla,moreekaja@example.com,+918002791410,9,1637.67,Regular
54216497,07/07/2024,Mohini Pandya,turvisani@example.com,+917593328430,13,1881.19,New
54222320,24/07/2023,Edhitha Kakar,pillayomisha@example.org,+917018280903,19,295.18,Regular
54338574,09/08/2023,Yashodhara Gokhale,nandagavin@example.org,+916150079211,3,1875.03,Premium
54347213,07/04/2024,Devansh Prasad,brijesh54@example.org,+916450875266,16,1388.04,Premium
54375571,30/09/2023,Omaja Bumb,vrishtirajagopal@example.com,+911796813431,4,405.49,Premium
54580166,11/08/2023,Jason Pradhan,lucky87@example.net,+910366322098,8,1024.69,Regular
54619715,27/10/2024,David Cherian,imaran51@example.com,+916825053964,4,739.04,Inactive
54680459,29/08/2023,Fariq Kala,danielbanerjee@example.com,+912843619880,8,585.9,Regular
54730270,22/03/2023,Aradhana Munshi,rajeshri93@example.org,+917741778001,19,1256.55,New
54748429,22/04/2024,Darsh More,ynayar@example.org,+912582120513,2,669.35,New
54797119,19/12/2023,Anusha Patel,xkoshy@example.com,+910345213816,14,1673.74,Premium
54799731,10/05/2023,Rushil Palan,agatemanya@example.org,+916807056894,14,1150.73,Premium
54837637,01/09/2023,Nathaniel Som,bvora@example.org,+911050437964,9,1525.43,Regular
54850870,14/04/2024,Jatin Magar,ganesanshaurya@example.com,+918870417670,6,894.79,New
54877984,09/05/2023,Ubika Basak,ayaan26@example.org,+917511501464,14,736.62,Inactive
54885705,30/03/2024,David Date,ojasvisandhu@example.com,+915698167849,13,432.05,Premium
54893418,14/02/2024,Chatresh Prashad,mpatel@example.org,+913099493905,13,1858.33,Premium
54923640,10/04/2024,Azad Nath,kmadan@example.net,+918021641897,15,234.66,Inactive
54952806,04/05/2023,Manya Kohli,vchatterjee@example.net,+913672212180,1,1142.91,Regular
55007963,30/08/2023,Darika Borah,dominic54@example.com,+915919980237,10,1809.98,New
55028958,10/05/2023,Pavani Yadav,mallorinder@example.org,+910013225561,17,1168.29,New
55038040,14/01/2024,Vidhi Balakrishnan,tnigam@example.net,+912208072943,8,505.03,New
55042740,12/03/2024,Samuel Lanka,bhanumati39@example.net,+910376361501,7,404.02,Regular
55049973,27/03/2024,Nicholas Badami,nsavant@example.org,+918153290806,16,206.54,Regular
55056284,13/05/2024,Devika Lal,kamdarkalpit@example.com,+911917523704,11,373.44,Inactive
55060796,02/07/2024,Lopa Barman,yashodhara48@example.net,+910750969994,5,1299.25,New
55094848,02/04/2023,Michael Sarraf,ckakar@example.net,+913540856268,14,422.78,Premium
55170753,27/05/2024,Praneel Nagy,gchauhan@example.net,+910044121348,19,1414.63,Inactive
55278329,08/10/2024,Nathaniel Mand,hmerchant@example.net,+911205783276,19,1814.67,Inactive
55286608,11/04/2024,Ekaraj Shan,psankaran@example.net,+915042339924,11,374.96,New
55404382,25/09/2023,Isaiah Issac,csahni@example.net,+915616720604,19,950.79,Premium
55425478,05/07/2024,Karan Ramachandran,jackson54@example.net,+916226098653,12,1605.51,Inactive
55472026,28/08/2023,Urishilla Bhatnagar,pwalia@example.org,+911246382291,2,730.33,New
55552600,30/10/2024,Baljiwan Nagar,barkha14@example.net,+911193411909,14,1412.54,Regular
55693909,27/06/2024,Darsh Pandey,mdugar@example.net,+919650016694,1,1965.46,Premium
55733729,13/07/2024,Aarini Singhal,siya60@example.net,+914679777871,12,704.66,Premium
55738118,29/12/2023,Jagrati Badami,ovenkataraman@example.com,+918689181146,11,1520.09,Regular
55803572,27/03/2023,Champak Palla,gbail@example.net,+917358285259,17,1237.96,Premium
55936462,24/04/2023,Upkaar Mahajan,saanviseth@example.org,+914729548361,5,338.13,New
55971849,05/04/2024,Orinder Joshi,anamikasuri@example.org,+910114010006,3,490.69,Regular
56195475,25/06/2024,Falguni Date,sharmaaradhana@example.com,+913326874282,18,1149.91,Regular
56248757,05/08/2024,Ekansh Narayan,qraghavan@example.com,+911905283202,16,1040.97,Premium
56250563,02/09/2023,Anthony Tara,tnagarajan@example.com,+911199558345,20,733.3,Premium
56352626,29/06/2023,Liam Palan,shravya32@example.org,+913874045143,10,1574.59,Regular
56441247,02/06/2024,Aashi Narula,girindrachar@example.com,+918816994235,18,1667.94,Premium
56457995,01/01/2024,Turvi Venkataraman,anya55@example.com,+911701858284,6,1002.88,Inactive
56480776,17/03/2024,Matthew Parsa,sagate@example.com,+914677889908,8,1401.79,Regular
56548063,11/08/2024,Advay Baria,qushikrish@example.net,+910860756884,20,537.48,New
56572297,02/10/2024,Rachita Wali,shivanimody@example.org,+919497552961,10,1601.86,Inactive
56604077,11/01/2024,Yutika Pandit,shivanshdesai@example.com,+912766142361,14,474.26,Regular
56764791,08/09/2024,Priya Shukla,rajavasana@example.net,+910581036038,10,1226.1,Regular
56780331,18/04/2024,Vinaya Atwal,niharikasuresh@example.net,+919007432418,8,903.37,Premium
57063557,27/06/2023,Vaishnavi Srinivas,onisubramaniam@example.org,+919544044299,5,1465.59,Inactive
57081917,16/12/2023,Nidra Choudhary,htiwari@example.net,+914316153012,6,1378.87,Inactive
57081965,14/10/2024,Daksha Mutti,chaman40@example.org,+917025021525,7,897.32,Regular
57102800,22/03/2024,Januja Verma,atideshpande@example.org,+917293526596,14,578.14,Inactive
57207678,08/08/2024,Yashodhara Mishra,urvi08@example.net,+919390929345,17,1603.27,New
57213543,30/10/2024,Hema Natarajan,chadhanimrat@example.org,+918582439111,14,1323.95,Regular
57217288,24/03/2023,Dalaja Bassi,ppandey@example.net,+915745364286,3,736.05,Regular
57291761,29/08/2024,Samarth Muni,netrasarkar@example.org,+913190092444,8,1338.09,Regular
57331847,19/09/2023,Jack Kamdar,yatan68@example.net,+918287234098,5,752.87,Regular
57340963,29/02/2024,Wridesh Kothari,eshana23@example.com,+914241078794,2,230.19,Regular
57360162,30/10/2023,Aarini Rama,bkuruvilla@example.com,+916662931943,20,607.46,Regular
57392064,23/06/2024,Lavanya Jain,deshpandeom@example.com,+916137420258,4,1540.81,Regular
57474553,06/09/2023,Damini Sule,ukrishnan@example.net,+915057970429,1,300.82,Regular
57505804,25/08/2024,Zinal Padmanabhan,yashodharabhat@example.com,+919680388675,9,225.87,New
57523973,26/09/2023,Darpan Rama,wagleyadavi@example.com,+918975008175,2,1647.35,New
57526322,19/07/2023,Henry Dar,yamini34@example.net,+914734332396,2,601.98,Premium
57537308,18/05/2024,Ayush Buch,morejagdish@example.net,+912414404228,8,1641.88,New
57548210,29/09/2024,Alka Varughese,subramaniankrishna@example.org,+915853107379,10,709.43,Inactive
57566548,04/05/2023,Oliver Tella,vasudhasawhney@example.com,+910798558522,14,1058.02,Regular
57579640,11/07/2023,Sneha Amble,vedantdoctor@example.org,+918788141295,10,697.08,Premium
57637943,13/03/2024,Kiaan Kala,krish70@example.org,+917383767754,13,1865.94,Premium
57642258,27/09/2024,Gunbir Dutt,pbaria@example.com,+914772390454,10,1174.55,Premium
57658033,10/11/2023,Rajeshri Ramaswamy,lvarghese@example.org,+918483610765,8,1281.84,New
57662767,21/10/2023,Lila Chakraborty,birhemangini@example.org,+917149410387,10,403.61,Premium
57674875,07/05/2023,Kiaan Shukla,palanazad@example.com,+916491766641,16,1666.12,Regular
57765367,26/01/2024,Advika Sundaram,shivani60@example.net,+916679045294,1,1296.69,Premium
57770044,19/11/2023,Zarna Master,xalak26@example.net,+919539272506,10,934.08,Regular
57809174,12/04/2024,Girindra Dara,hemalad@example.org,+917115057276,11,1898.72,Premium
57833505,10/01/2024,Pooja Nadkarni,parmarvasatika@example.org,+916008140997,5,1832.55,New
57892837,22/03/2024,Thomas Bail,zarnasandhu@example.net,+913786502849,14,581.57,Premium
57896058,23/06/2024,Samuel Gara,kibechandresh@example.com,+912129261611,8,982.05,Regular
57956497,05/10/2024,Reva Sahota,frederick08@example.com,+914831674927,1,460.65,Inactive
57967753,11/01/2024,Lila Tailor,bchoudhury@example.com,+912820121343,20,203.28,Premium
58085779,09/08/2024,Abeer Oak,omistry@example.net,+913143786832,19,1602.11,New
58111297,16/08/2023,Chasmum Mutti,vrindakumer@example.com,+917550631586,20,1149.62,Regular
58115779,27/07/2024,Bhavna Ramaswamy,gabaurishilla@example.net,+918133733304,12,1569.04,Regular
58152923,04/07/2023,Amrita Babu,mandarajeshri@example.com,+911786360189,18,1776.12,Premium
58170168,03/08/2023,Urmi Bansal,vamakshiramachandran@example.org,+918168193739,16,757.56,Premium
58214883,05/05/2024,Udant Grover,cnarayan@example.com,+915768346291,11,229.17,Regular
58238092,01/07/2023,Xiti Pradhan,triyakale@example.org,+911387096302,9,519.73,Inactive
58415368,29/05/2024,Frederick Virk,jroy@example.com,+917639083758,10,297.38,New
58505903,22/01/2024,Harinakshi Sibal,borabarkha@example.org,+919143791748,18,1079.81,New
58513300,25/09/2023,Hemal Mammen,farajwason@example.org,+915425118250,1,664.85,Premium
58631874,01/10/2024,Yauvani Bhat,emagar@example.org,+910836759648,11,862.23,New
58644651,10/05/2024,Gaurangi Vala,mohantyidika@example.net,+910246397265,13,646.92,New
58873572,10/09/2023,Chandran Kale,manbirdhawan@example.com,+918707061412,13,1721.61,Premium
58893807,15/02/2024,Faris Sekhon,chopradiya@example.net,+913942225634,14,1163.42,Inactive
58929595,08/08/2024,Aarush Ratti,emaharaj@example.net,+913382161253,2,588.65,Regular
58942207,05/07/2024,Krisha Sama,agarwalrohan@example.org,+913187813435,8,525.9,Regular
58974323,12/06/2024,Reva Bhavsar,chaudharychaitaly@example.com,+911647244863,20,1716.92,New
58979427,22/01/2024,Kiaan Wason,chaudhrysuhani@example.com,+913744116463,3,1743.81,Premium
59009727,16/03/2024,Charles Kulkarni,ysahni@example.com,+913393369439,7,580.22,New
59094034,22/05/2023,Ekanta Dass,johalkala@example.net,+918448088232,1,771.9,Regular
59095971,08/09/2023,Jason Wagle,pahalsama@example.com,+915028942978,15,311.21,Inactive
59110513,16/06/2023,Chaaya Mody,choudharyjagrati@example.org,+913293933121,12,1377.27,Inactive
59141605,10/07/2024,Saksham Kala,triyadutt@example.net,+913335741144,15,1739.58,New
59190584,19/05/2024,Xiti Tata,jgolla@example.com,+912224721462,6,1175.38,Premium
59197894,14/10/2023,Mitesh Saha,dayalgeetika@example.com,+917334044529,19,1788.36,Inactive
59207798,02/07/2023,Chakrika Bhargava,omlopa@example.org,+912674586312,4,1441.64,Premium
59216664,22/03/2023,Netra Keer,yauvanikhare@example.net,+910581126760,10,225.69,Regular
59222551,05/08/2023,Urmi Parekh,duttabrijesh@example.org,+915698155488,10,1569.86,Inactive
59240916,19/08/2023,Ronith Murthy,jgulati@example.com,+915435574216,6,1202.51,Inactive
59252433,20/09/2024,Vincent Raval,riya20@example.org,+916194393464,1,990.53,Regular
59297955,26/02/2024,Charita Mistry,anirudh92@example.com,+912509263486,6,1292.83,Premium
59323931,24/08/2024,Ridhi Yadav,speri@example.net,+918957463222,14,1239.32,Inactive
59329145,30/08/2024,William Guha,lshenoy@example.org,+912059322066,19,999.5,Regular
59345983,25/06/2023,Liam Sagar,ladsimon@example.net,+911600649545,8,1375.29,Regular
59353207,31/05/2023,Aayush Oza,wmangat@example.org,+914180828726,2,1618.52,Inactive
59398136,24/08/2023,Neelima Lanka,vasanadugar@example.org,+912484999938,14,1205.76,Regular
59427862,10/10/2024,Hemani Lall,libnikaur@example.net,+915150956950,1,1713.94,Premium
59436131,02/09/2024,Vritti Kota,anya33@example.com,+911548648747,18,546.58,New
59485034,20/03/2023,Dominic Sidhu,narainbaghyawati@example.com,+917819007247,1,1762.35,New
59517074,12/05/2023,Aarav Murty,chadhameera@example.com,+912806180633,3,1693.23,Premium
59518795,09/11/2023,Wazir Sandal,pmangal@example.org,+912725276242,16,947.51,New
59545278,28/10/2024,Yagnesh Randhawa,chahalaarav@example.org,+919373575587,16,430.08,New
59619739,12/11/2023,Charan Ramanathan,aryadayal@example.org,+917145769343,12,871.39,New
59620534,16/01/2024,Oeshi Sethi,parmarbhavika@example.com,+916520512800,15,1340.99,Premium
59643062,27/09/2024,Reyansh Khatri,ishanvisuri@example.org,+914280528331,11,416.94,Inactive
59677346,02/11/2024,Falak Reddy,gopalmody@example.com,+914767521220,2,502.96,Inactive
59769142,01/03/2024,Pooja Bajaj,ijaya43@example.com,+917213936820,4,718.4,New
59815512,11/11/2023,Teerth Seshadri,jeet97@example.com,+911858634888,16,1022.99,Regular
59824662,18/05/2024,Tanish Jayaraman,sarmaavi@example.net,+917132578180,1,741.83,Premium
59830126,28/10/2024,Raghav Iyengar,fborde@example.org,+919104614456,14,1799.47,New
59840071,06/06/2023,Vihaan Chokshi,fiyaz21@example.net,+912497383121,19,1796.24,Inactive
59890331,01/11/2024,Raagini Badal,nicholas03@example.com,+910650147457,16,552.68,Premium
59909004,09/11/2023,Indali Master,samaksh55@example.org,+911233769062,15,731.88,New
59930550,22/04/2024,Anamika Wali,madhavi76@example.org,+914386068992,20,1680.48,Inactive
60049160,10/09/2023,Abdul Nayak,saanvi74@example.org,+917297145422,5,911.68,New
60062501,04/01/2024,Anirudh Mistry,abhiramsrivastava@example.com,+915499082414,2,1888.02,New
60210778,14/04/2024,Upasna Bhasin,chandran47@example.org,+917719482280,4,938.8,Regular
60271325,08/05/2024,Michael Chopra,harshdalal@example.org,+915509074408,8,356.62,New
60275891,01/10/2024,Anmol Chandra,aaravgala@example.com,+918902750394,16,1361.94,Regular
60300263,07/10/2023,Sathvik Jani,omishasood@example.org,+910932690331,8,374.67,New
60319216,25/08/2023,Lohit Narasimhan,bhavya01@example.com,+915900025736,12,503.83,Premium
60371334,05/05/2023,Shaurya Kuruvilla,anvisharma@example.net,+918886855218,15,355.81,Inactive
60379302,14/07/2023,Raksha Chand,bchar@example.net,+910354708884,7,536.98,New
60385293,22/02/2024,Edhitha Pandey,hchaudry@example.org,+912421513035,17,228.44,Premium
60399360,27/04/2024,Gavin Solanki,kuruvillachaman@example.net,+910146011592,3,1757.64,Premium
60446619,15/06/2024,Yashvi Kar,hsaha@example.com,+911720595499,20,1259.49,Regular
60495351,24/04/2023,Henry Rana,ebhakta@example.org,+911361289330,11,407.03,New
60561655,26/12/2023,Rohan Palla,imukherjee@example.org,+913411162979,3,378.17,Regular
60565603,18/07/2024,Ladli Tara,kallawaida@example.com,+917749450638,11,949.6,New
60591625,30/07/2023,Fitan Kunda,gillgunbir@example.net,+913802646356,8,374.61,New
60618999,28/07/2024,Lopa Vig,dalbir15@example.org,+916107809027,15,1631.96,Regular
60620291,01/05/2023,Upkaar Suresh,tarak64@example.net,+912340606614,15,1791.39,Regular
60656482,31/10/2023,Rajata Purohit,jack16@example.net,+915477009670,12,627.69,Inactive
60698094,16/05/2024,Matthew Bhatti,wazir62@example.org,+916129508561,2,1894.4,New
60700850,22/07/2024,Ishwar Dubey,jbassi@example.com,+915664075971,2,812.35,Regular
60728956,26/06/2023,Andrew Nigam,nitara58@example.net,+912558012921,15,1764.25,Premium
60732869,08/04/2023,Joshua Nath,anamika40@example.com,+910727099798,17,1140.22,New
60757351,15/05/2024,Naksh Sule,frederickkunda@example.org,+915063987921,3,1099.62,Premium
60834500,28/10/2024,Rishi Jain,bathanirudh@example.org,+919789512998,1,1111.47,Inactive
60835946,24/04/2024,Yoshita Sani,fganesh@example.org,+910580757571,14,1400.1,Inactive
60904312,04/06/2024,Jagdish Badami,isha60@example.com,+911521745715,20,564.73,Regular
60967677,03/05/2023,Chatura Sandhu,alexander15@example.org,+918240257018,11,398.48,Premium
60974181,22/01/2024,Hardik Kakar,radharam@example.org,+919524312073,20,1122.83,Premium
61002154,16/06/2023,Ridhi Datta,basakyashodhara@example.net,+915841511260,19,1526.04,Regular
61015113,17/11/2023,Dalaja Choudhury,jaggionveer@example.com,+918885353111,4,1764.18,Regular
61024977,05/03/2024,Krishna Manda,elijahagrawal@example.org,+912468296953,18,699.89,New
61121421,17/01/2024,Aditya Sami,nandini14@example.net,+919041804855,14,1760.03,New
61182897,28/03/2023,Yug Dutt,vamakshi57@example.org,+917073740149,15,1261.08,Regular
61226563,06/01/2024,Chameli Kala,aadhya91@example.com,+910657229569,5,417.98,Regular
61226835,24/07/2023,Owen Soni,varsha95@example.net,+913867653257,18,1491.21,Premium
61320989,01/07/2023,Anirudh Rege,choudharyvrinda@example.org,+918711240437,6,1247.37,Regular
61406908,24/12/2023,Harrison Mistry,abhimanyu55@example.org,+918553078964,1,458.39,Regular
61461253,29/08/2024,Arin Setty,naidushivani@example.org,+917060856166,4,789.5,Inactive
61486140,15/12/2023,Jeremiah Chand,zdeep@example.com,+914772271075,15,1967.78,Inactive
61516967,20/02/2024,Mohammed Morar,wreddy@example.net,+915164226033,9,556.81,Regular
61522288,02/07/2023,Gunbir Kala,balendratak@example.com,+913225727510,8,283.36,New
61568565,25/10/2024,Kashish Lala,pallrajeshri@example.org,+911472978989,2,1943.51,New
61618079,14/07/2023,Isaac Sunder,maxedwin@example.net,+915151568175,9,1191.93,Inactive
61753272,20/08/2024,Ojasvi Dash,widisha91@example.net,+915019403001,3,832.17,New
61763552,22/05/2023,Gopal Parikh,quincykanda@example.net,+912838620994,5,241.81,Inactive
61851054,11/06/2024,Bhavya Tiwari,aarnav95@example.org,+917984013881,10,1154.65,Regular
61877649,25/10/2023,Yuvraj Roy,fitanvarty@example.net,+918160299632,12,1739.04,Premium
61982521,29/11/2023,Jagat Dewan,pchander@example.com,+914183746427,3,1995.09,Inactive
62068277,03/03/2024,Zarna Shetty,kumerzansi@example.org,+913151597352,6,1515.17,Regular
62194279,29/09/2023,Lavanya Rastogi,krishnannetra@example.com,+913134953487,3,1561.41,Premium
62243869,24/09/2024,Vrishti Thakkar,gaurangiparmer@example.org,+916498170665,7,257.78,Premium
62323608,09/08/2023,Ekansh Bains,bgoyal@example.net,+912095116435,2,1446.34,New
62416456,25/09/2023,Diya Chakrabarti,bhavanikala@example.com,+919634128482,18,752.91,Inactive
62419778,23/08/2024,Frederick Subramaniam,girish83@example.com,+918047592542,12,1083.95,Premium
62510499,14/08/2024,Pratyush Trivedi,nswaminathan@example.org,+916941197181,16,510.62,Premium
62526567,01/07/2023,Chaman Karan,azaankunda@example.net,+916862252516,15,1976.82,Premium
62526813,19/08/2024,Keya Bansal,ravelrishi@example.com,+913082897907,6,1777.35,Inactive
62541176,26/08/2024,Yutika Andra,boaseonkar@example.com,+914913618986,7,1691.37,New
62600289,20/02/2024,Tanmayi Zachariah,aishanikata@example.net,+914705136766,10,1326.02,Inactive
62629494,13/09/2024,Anamika Bali,ssridhar@example.net,+912401544660,14,1504.45,Premium
62679120,03/09/2024,Ekansh Padmanabhan,jalsa70@example.org,+912344321780,14,1964.18,Regular
62721353,12/10/2024,Jagdish Bora,warhi76@example.org,+917826110440,13,992.9,Regular
62742184,21/10/2023,Gabriel Luthra,qasim85@example.net,+915215652918,15,1518.76,Premium
62742797,30/08/2023,Tanvi Dhar,xbaral@example.org,+913688388307,13,979.11,Premium
62807542,17/03/2023,Chatura Apte,andrajyoti@example.com,+914546734417,11,524.5,Premium
62816600,24/04/2024,Gagan Kumar,karajhalak@example.org,+913938766347,2,1790.22,Inactive
62828341,27/06/2024,Darika Deol,xbakshi@example.net,+916647216602,20,283.63,Inactive
62868582,04/04/2024,Chaitaly Anand,rishi88@example.net,+912009385743,11,1082.3,New
62917794,12/02/2024,Chaman Setty,charlesprabhu@example.org,+913908732122,16,1686.74,Regular
62971413,02/10/2023,Baljiwan Agrawal,zayanmenon@example.org,+916320225850,18,835.09,Inactive
63025744,02/10/2023,Eta Mander,vrishtinarasimhan@example.com,+912186515183,6,1112.65,Regular
63060947,11/06/2024,Kamala Bobal,canne@example.net,+918262016820,18,1884.15,New
63083547,07/12/2023,Aarav Mander,giriknarula@example.net,+911041451528,10,900.07,Regular
63092485,23/06/2024,Jeet Magar,hemanikalla@example.net,+915317571208,11,1295.42,Premium
63184222,04/01/2024,Veer Cheema,geetika98@example.com,+910279270492,15,1035.69,Inactive
63217390,18/07/2023,Warinder Sha,urishilla57@example.org,+914444556532,15,637.06,Inactive
63238941,11/03/2024,Vidhi Misra,ramaswamyqushi@example.com,+914581768705,2,1374.76,Regular
